order_details_id,order_id,order_date,order_time,item_id,item_price
80,32,2023-01-01,15:53:18,126,14.50
81,32,2023-01-01,15:53:18,110,17.95
82,32,2023-01-01,15:53:18,117,12.95
83,33,2023-01-01,15:54:08,101,12.95
84,33,2023-01-01,15:54:08,126,14.50
85,34,2023-01-01,16:21:21,114,9.00
86,35,2023-01-01,16:32:04,126,14.50
87,35,2023-01-01,16:32:04,112,14.95
88,35,2023-01-01,16:32:04,113,5.00
89,35,2023-01-01,16:32:04,106,7.00
90,36,2023-01-01,16:54:09,101,12.95
91,36,2023-01-01,16:54:09,108,14.50
92,37,2023-01-01,16:56:09,117,12.95
93,37,2023-01-01,16:56:09,129,15.50
94,38,2023-01-01,17:03:00,109,17.95
95,38,2023-01-01,17:03:00,110,17.95
96,39,2023-01-01,17:07:23,117,12.95
97,40,2023-01-01,17:14:36,125,17.95
98,40,2023-01-01,17:14:36,105,7.00
99,41,2023-01-01,17:15:20,125,17.95
100,41,2023-01-01,17:15:20,126,14.50
101,42,2023-01-01,17:28:09,107,16.50
102,42,2023-01-01,17:28:09,124,14.50
103,42,2023-01-01,17:28:09,129,15.50
104,42,2023-01-01,17:28:09,118,14.95
105,43,2023-01-01,17:38:34,103,9.00
106,43,2023-01-01,17:38:34,117,12.95
107,43,2023-01-01,17:38:34,118,14.95
108,44,2023-01-01,17:54:20,130,19.95
109,45,2023-01-01,17:55:48,125,17.95
110,45,2023-01-01,17:55:48,109,17.95
111,45,2023-01-01,17:55:48,106,7.00
112,46,2023-01-01,18:25:51,104,10.50
113,46,2023-01-01,18:25:51,108,14.50
114,46,2023-01-01,18:25:51,106,7.00
115,47,2023-01-01,18:26:34,105,7.00
116,47,2023-01-01,18:26:34,132,16.95
117,48,2023-01-01,18:26:42,104,10.50
118,48,2023-01-01,18:26:42,126,14.50
119,48,2023-01-01,18:26:42,119,11.95
120,48,2023-01-01,18:26:42,122,7.00
121,49,2023-01-01,18:33:00,120,13.95
123,51,2023-01-01,18:48:28,101,12.95
124,51,2023-01-01,18:48:28,112,14.95
125,52,2023-01-01,18:53:02,109,17.95
126,52,2023-01-01,18:53:02,129,15.50
127,52,2023-01-01,18:53:02,122,7.00
128,53,2023-01-01,18:54:17,112,14.95
129,53,2023-01-01,18:54:17,123,9.00
130,54,2023-01-01,19:01:45,119,11.95
131,54,2023-01-01,19:01:45,106,7.00
132,55,2023-01-01,19:03:19,118,14.95
133,55,2023-01-01,19:03:19,122,7.00
134,56,2023-01-01,19:07:00,108,14.50
135,56,2023-01-01,19:07:00,128,15.50
136,56,2023-01-01,19:07:00,105,7.00
137,57,2023-01-01,19:10:51,108,14.50
138,58,2023-01-01,19:30:40,124,14.50
139,58,2023-01-01,19:30:40,113,5.00
140,59,2023-01-01,19:40:08,127,17.95
141,59,2023-01-01,19:40:08,112,14.95
142,59,2023-01-01,19:40:08,113,5.00
143,60,2023-01-01,20:05:16,104,10.50
144,60,2023-01-01,20:05:16,125,17.95
145,61,2023-01-01,20:08:43,101,12.95
146,61,2023-01-01,20:08:43,117,12.95
147,62,2023-01-01,20:50:16,101,12.95
148,62,2023-01-01,20:50:16,123,9.00
149,63,2023-01-01,20:51:42,112,14.95
150,64,2023-01-01,20:52:08,107,16.50
151,65,2023-01-01,21:16:00,112,14.95
152,65,2023-01-01,21:16:00,120,13.95
153,65,2023-01-01,21:16:00,122,7.00
154,65,2023-01-01,21:16:00,123,9.00
155,66,2023-01-01,21:47:55,108,14.50
156,66,2023-01-01,21:47:55,110,17.95
157,67,2023-01-01,22:03:40,105,7.00
158,68,2023-01-01,22:07:32,108,14.50
159,68,2023-01-01,22:07:32,117,12.95
160,68,2023-01-01,22:07:32,117,12.95
161,69,2023-01-01,22:12:13,101,12.95
162,70,2023-01-02,11:38:51,127,17.95
163,70,2023-01-02,11:38:51,121,10.50
164,71,2023-01-02,11:40:50,106,7.00
165,72,2023-01-02,11:57:25,131,17.95
166,73,2023-01-02,11:58:56,106,7.00
167,74,2023-01-02,12:01:12,124,14.50
168,74,2023-01-02,12:01:12,129,15.50
169,74,2023-01-02,12:01:12,130,19.95
170,74,2023-01-02,12:01:12,123,9.00
171,75,2023-01-02,12:10:15,117,12.95
172,75,2023-01-02,12:10:15,128,15.50
173,75,2023-01-02,12:10:15,111,11.95
174,76,2023-01-02,12:21:17,107,16.50
175,76,2023-01-02,12:21:17,109,17.95
176,76,2023-01-02,12:21:17,127,17.95
177,76,2023-01-02,12:21:17,122,7.00
178,77,2023-01-02,12:22:46,101,12.95
179,77,2023-01-02,12:22:46,109,17.95
180,78,2023-01-02,12:28:14,107,16.50
181,78,2023-01-02,12:28:14,108,14.50
182,78,2023-01-02,12:28:14,125,17.95
183,78,2023-01-02,12:28:14,110,17.95
184,78,2023-01-02,12:28:14,122,7.00
185,78,2023-01-02,12:28:14,106,7.00
186,79,2023-01-02,12:29:11,110,17.95
187,79,2023-01-02,12:29:11,112,14.95
188,79,2023-01-02,12:29:11,106,7.00
189,80,2023-01-02,12:35:38,113,5.00
190,80,2023-01-02,12:35:38,106,7.00
191,81,2023-01-02,12:40:01,106,7.00
192,82,2023-01-02,12:45:51,107,16.50
193,82,2023-01-02,12:45:51,102,13.95
194,82,2023-01-02,12:45:51,122,7.00
195,82,2023-01-02,12:45:51,132,16.95
196,83,2023-01-02,12:53:27,105,7.00
197,84,2023-01-02,13:13:41,113,5.00
198,85,2023-01-02,13:34:49,108,14.50
199,85,2023-01-02,13:34:49,108,14.50
200,85,2023-01-02,13:34:49,117,12.95
201,85,2023-01-02,13:34:49,114,9.00
202,86,2023-01-02,13:40:31,109,17.95
203,87,2023-01-02,14:01:02,110,17.95
204,87,2023-01-02,14:01:02,129,15.50
205,87,2023-01-02,14:01:02,123,9.00
206,87,2023-01-02,14:01:02,123,9.00
207,88,2023-01-02,14:10:08,124,14.50
208,89,2023-01-02,14:30:19,121,10.50
209,89,2023-01-02,14:30:19,106,7.00
210,90,2023-01-02,15:08:48,120,13.95
211,90,2023-01-02,15:08:48,106,7.00
212,91,2023-01-02,15:14:43,101,12.95
213,91,2023-01-02,15:14:43,104,10.50
214,91,2023-01-02,15:14:43,113,5.00
215,92,2023-01-02,15:17:02,101,12.95
216,92,2023-01-02,15:17:02,117,12.95
217,92,2023-01-02,15:17:02,117,12.95
218,92,2023-01-02,15:17:02,127,17.95
219,92,2023-01-02,15:17:02,113,5.00
220,92,2023-01-02,15:17:02,118,14.95
221,92,2023-01-02,15:17:02,131,17.95
222,92,2023-01-02,15:17:02,123,9.00
223,92,2023-01-02,15:17:02,114,9.00
224,93,2023-01-02,15:29:31,120,13.95
225,94,2023-01-02,16:17:16,110,17.95
226,94,2023-01-02,16:17:16,105,7.00
227,95,2023-01-02,16:18:04,111,11.95
228,95,2023-01-02,16:18:04,118,14.95
229,96,2023-01-02,16:21:20,111,11.95
230,97,2023-01-02,16:45:33,107,16.50
231,98,2023-01-02,17:18:18,108,14.50
232,98,2023-01-02,17:18:18,111,11.95
233,99,2023-01-02,17:45:42,117,12.95
234,100,2023-01-02,17:46:17,109,17.95
235,101,2023-01-02,17:51:33,102,13.95
236,101,2023-01-02,17:51:33,113,5.00
237,101,2023-01-02,17:51:33,121,10.50
238,101,2023-01-02,17:51:33,122,7.00
239,102,2023-01-02,17:54:04,101,12.95
240,102,2023-01-02,17:54:04,119,11.95
241,103,2023-01-02,18:02:09,123,9.00
242,104,2023-01-02,18:02:12,101,12.95
243,104,2023-01-02,18:02:12,103,9.00
244,104,2023-01-02,18:02:12,127,17.95
245,104,2023-01-02,18:02:12,132,16.95
246,105,2023-01-02,18:12:01,109,17.95
247,105,2023-01-02,18:12:01,113,5.00
248,105,2023-01-02,18:12:01,119,11.95
249,106,2023-01-02,18:12:13,129,15.50
250,106,2023-01-02,18:12:13,122,7.00
251,107,2023-01-02,18:25:09,102,13.95
252,107,2023-01-02,18:25:09,117,12.95
253,107,2023-01-02,18:25:09,122,7.00
254,107,2023-01-02,18:25:09,132,16.95
255,108,2023-01-02,18:25:25,108,14.50
256,108,2023-01-02,18:25:25,109,17.95
257,108,2023-01-02,18:25:25,123,9.00
258,109,2023-01-02,18:27:50,110,17.95
259,109,2023-01-02,18:27:50,117,12.95
260,109,2023-01-02,18:27:50,113,5.00
261,109,2023-01-02,18:27:50,119,11.95
262,110,2023-01-02,18:36:19,107,16.50
263,110,2023-01-02,18:36:19,111,11.95
264,110,2023-01-02,18:36:19,121,10.50
265,110,2023-01-02,18:36:19,122,7.00
266,111,2023-01-02,18:38:01,102,13.95
267,111,2023-01-02,18:38:01,124,14.50
268,111,2023-01-02,18:38:01,113,5.00
269,111,2023-01-02,18:38:01,130,19.95
270,112,2023-01-02,18:41:40,113,5.00
271,113,2023-01-02,18:50:21,102,13.95
272,113,2023-01-02,18:50:21,129,15.50
273,113,2023-01-02,18:50:21,105,7.00
274,114,2023-01-02,18:59:32,113,5.00
275,114,2023-01-02,18:59:32,120,13.95
276,115,2023-01-02,19:05:17,107,16.50
277,115,2023-01-02,19:05:17,111,11.95
278,115,2023-01-02,19:05:17,106,7.00
279,116,2023-01-02,19:18:49,124,14.50
280,117,2023-01-02,19:23:02,118,14.95
281,117,2023-01-02,19:23:02,120,13.95
282,118,2023-01-02,19:26:59,119,11.95
283,118,2023-01-02,19:26:59,131,17.95
284,119,2023-01-02,19:32:29,125,17.95
285,120,2023-01-02,19:35:07,108,14.50
286,120,2023-01-02,19:35:07,109,17.95
287,120,2023-01-02,19:35:07,131,17.95
288,121,2023-01-02,19:38:48,101,12.95
289,121,2023-01-02,19:38:48,125,17.95
290,121,2023-01-02,19:38:48,120,13.95
291,121,2023-01-02,19:38:48,105,7.00
292,122,2023-01-02,19:50:19,117,12.95
293,123,2023-01-02,20:12:09,110,17.95
294,124,2023-01-02,20:12:34,101,12.95
295,124,2023-01-02,20:12:34,120,13.95
296,124,2023-01-02,20:12:34,122,7.00
297,124,2023-01-02,20:12:34,114,9.00
299,126,2023-01-02,20:53:42,132,16.95
300,127,2023-01-02,20:58:23,113,5.00
301,128,2023-01-02,21:05:06,122,7.00
302,129,2023-01-02,21:13:02,107,16.50
303,129,2023-01-02,21:13:02,114,9.00
304,130,2023-01-02,21:14:55,109,17.95
305,130,2023-01-02,21:14:55,110,17.95
306,130,2023-01-02,21:14:55,129,15.50
307,130,2023-01-02,21:14:55,105,7.00
308,131,2023-01-02,21:33:10,104,10.50
309,131,2023-01-02,21:33:10,124,14.50
310,131,2023-01-02,21:33:10,126,14.50
311,131,2023-01-02,21:33:10,123,9.00
312,132,2023-01-02,21:42:45,113,5.00
313,133,2023-01-02,22:00:17,101,12.95
314,133,2023-01-02,22:00:17,109,17.95
315,133,2023-01-02,22:00:17,114,9.00
316,134,2023-01-02,22:13:24,107,16.50
317,134,2023-01-02,22:13:24,105,7.00
318,134,2023-01-02,22:13:24,123,9.00
319,135,2023-01-02,22:29:34,132,16.95
320,136,2023-01-02,22:32:49,124,14.50
321,136,2023-01-02,22:32:49,118,14.95
322,137,2023-01-03,11:34:10,128,15.50
323,137,2023-01-03,11:34:10,113,5.00
324,137,2023-01-03,11:34:10,122,7.00
325,138,2023-01-03,11:44:50,102,13.95
326,138,2023-01-03,11:44:50,125,17.95
327,138,2023-01-03,11:44:50,127,17.95
328,138,2023-01-03,11:44:50,120,13.95
329,139,2023-01-03,11:57:39,124,14.50
330,140,2023-01-03,12:26:44,119,11.95
331,140,2023-01-03,12:26:44,132,16.95
332,141,2023-01-03,13:16:01,108,14.50
333,142,2023-01-03,13:33:59,126,14.50
334,143,2023-01-03,13:41:36,102,13.95
335,143,2023-01-03,13:41:36,108,14.50
336,143,2023-01-03,13:41:36,109,17.95
337,143,2023-01-03,13:41:36,129,15.50
338,143,2023-01-03,13:41:36,113,5.00
339,143,2023-01-03,13:41:36,119,11.95
340,143,2023-01-03,13:41:36,106,7.00
341,143,2023-01-03,13:41:36,132,16.95
342,144,2023-01-03,13:44:28,101,12.95
343,144,2023-01-03,13:44:28,107,16.50
344,144,2023-01-03,13:44:28,102,13.95
345,144,2023-01-03,13:44:28,104,10.50
346,144,2023-01-03,13:44:28,124,14.50
347,144,2023-01-03,13:44:28,125,17.95
348,144,2023-01-03,13:44:28,112,14.95
349,144,2023-01-03,13:44:28,105,7.00
350,144,2023-01-03,13:44:28,105,7.00
351,144,2023-01-03,13:44:28,122,7.00
352,144,2023-01-03,13:44:28,106,7.00
353,144,2023-01-03,13:44:28,132,16.95
354,145,2023-01-03,13:53:48,114,9.00
355,146,2023-01-03,14:22:10,102,13.95
356,146,2023-01-03,14:22:10,125,17.95
357,146,2023-01-03,14:22:10,109,17.95
359,148,2023-01-03,14:40:42,128,15.50
360,149,2023-01-03,14:48:45,131,17.95
361,150,2023-01-03,14:49:58,113,5.00
362,151,2023-01-03,15:09:34,105,7.00
363,151,2023-01-03,15:09:34,123,9.00
364,152,2023-01-03,15:09:42,109,17.95
365,152,2023-01-03,15:09:42,131,17.95
366,152,2023-01-03,15:09:42,106,7.00
367,152,2023-01-03,15:09:42,114,9.00
368,153,2023-01-03,15:16:34,129,15.50
369,154,2023-01-03,15:22:43,119,11.95
370,155,2023-01-03,15:28:59,104,10.50
371,155,2023-01-03,15:28:59,111,11.95
372,155,2023-01-03,15:28:59,113,5.00
373,155,2023-01-03,15:28:59,118,14.95
374,156,2023-01-03,15:42:19,111,11.95
375,156,2023-01-03,15:42:19,106,7.00
376,157,2023-01-03,15:43:03,117,12.95
377,157,2023-01-03,15:43:03,128,15.50
378,157,2023-01-03,15:43:03,120,13.95
379,157,2023-01-03,15:43:03,130,19.95
380,158,2023-01-03,15:54:30,127,17.95
381,158,2023-01-03,15:54:30,106,7.00
382,159,2023-01-03,15:59:22,125,17.95
383,159,2023-01-03,15:59:22,106,7.00
384,160,2023-01-03,16:35:33,108,14.50
385,161,2023-01-03,16:43:46,109,17.95
386,161,2023-01-03,16:43:46,122,7.00
388,162,2023-01-03,16:51:22,107,16.50
389,163,2023-01-03,16:54:54,109,17.95
390,163,2023-01-03,16:54:54,113,5.00
391,163,2023-01-03,16:54:54,114,9.00
392,164,2023-01-03,16:56:33,102,13.95
393,164,2023-01-03,16:56:33,113,5.00
394,165,2023-01-03,16:57:37,119,11.95
395,166,2023-01-03,16:58:51,119,11.95
396,167,2023-01-03,17:00:49,101,12.95
397,167,2023-01-03,17:00:49,117,12.95
398,167,2023-01-03,17:00:49,113,5.00
399,168,2023-01-03,17:02:27,107,16.50
400,168,2023-01-03,17:02:27,132,16.95
401,169,2023-01-03,17:15:48,125,17.95
402,169,2023-01-03,17:15:48,110,17.95
403,169,2023-01-03,17:15:48,120,13.95
404,170,2023-01-03,17:21:31,109,17.95
405,171,2023-01-03,17:23:03,111,11.95
406,172,2023-01-03,17:29:24,111,11.95
407,172,2023-01-03,17:29:24,123,9.00
408,172,2023-01-03,17:29:24,106,7.00
409,173,2023-01-03,17:35:30,102,13.95
410,173,2023-01-03,17:35:30,108,14.50
411,173,2023-01-03,17:35:30,132,16.95
412,174,2023-01-03,17:37:49,107,16.50
413,174,2023-01-03,17:37:49,102,13.95
414,174,2023-01-03,17:37:49,102,13.95
415,174,2023-01-03,17:37:49,110,17.95
416,175,2023-01-03,17:50:51,117,12.95
417,176,2023-01-03,17:51:57,102,13.95
418,176,2023-01-03,17:51:57,118,14.95
419,177,2023-01-03,17:54:36,111,11.95
420,177,2023-01-03,17:54:36,106,7.00
421,178,2023-01-03,18:15:03,118,14.95
422,179,2023-01-03,18:20:14,109,17.95
423,179,2023-01-03,18:20:14,120,13.95
424,179,2023-01-03,18:20:14,132,16.95
425,180,2023-01-03,18:33:34,108,14.50
426,180,2023-01-03,18:33:34,119,11.95
427,181,2023-01-03,18:49:32,129,15.50
428,182,2023-01-03,18:50:10,115,11.95
429,182,2023-01-03,18:50:10,118,14.95
430,183,2023-01-03,18:54:55,111,11.95
431,183,2023-01-03,18:54:55,130,19.95
432,183,2023-01-03,18:54:55,130,19.95
433,184,2023-01-03,18:59:05,109,17.95
434,185,2023-01-03,19:08:33,120,13.95
435,185,2023-01-03,19:08:33,130,19.95
436,186,2023-01-03,19:36:00,129,15.50
437,186,2023-01-03,19:36:00,105,7.00
438,186,2023-01-03,19:36:00,130,19.95
439,186,2023-01-03,19:36:00,106,7.00
440,187,2023-01-03,19:37:12,124,14.50
441,187,2023-01-03,19:37:12,130,19.95
442,188,2023-01-03,20:08:39,124,14.50
443,188,2023-01-03,20:08:39,113,5.00
444,188,2023-01-03,20:08:39,118,14.95
445,189,2023-01-03,20:12:14,107,16.50
446,189,2023-01-03,20:12:14,106,7.00
447,190,2023-01-03,20:14:23,101,12.95
448,190,2023-01-03,20:14:23,125,17.95
449,190,2023-01-03,20:14:23,112,14.95
450,190,2023-01-03,20:14:23,119,11.95
451,191,2023-01-03,20:24:50,102,13.95
452,191,2023-01-03,20:24:50,103,9.00
453,192,2023-01-03,20:30:08,120,13.95
454,192,2023-01-03,20:30:08,105,7.00
455,193,2023-01-03,20:55:47,107,16.50
456,193,2023-01-03,20:55:47,102,13.95
457,193,2023-01-03,20:55:47,103,9.00
458,194,2023-01-03,21:21:24,101,12.95
459,195,2023-01-03,21:25:20,101,12.95
460,196,2023-01-03,21:40:14,120,13.95
461,196,2023-01-03,21:40:14,122,7.00
462,196,2023-01-03,21:40:14,132,16.95
463,197,2023-01-03,21:47:48,125,17.95
464,197,2023-01-03,21:47:48,110,17.95
465,197,2023-01-03,21:47:48,127,17.95
466,197,2023-01-03,21:47:48,121,10.50
467,198,2023-01-03,21:55:42,107,16.50
468,198,2023-01-03,21:55:42,103,9.00
469,199,2023-01-03,22:10:38,103,9.00
471,201,2023-01-03,22:29:59,116,13.95
472,201,2023-01-03,22:29:59,104,10.50
473,201,2023-01-03,22:29:59,117,12.95
475,202,2023-01-03,22:50:29,102,13.95
476,203,2023-01-04,11:30:48,102,13.95
477,203,2023-01-04,11:30:48,127,17.95
478,203,2023-01-04,11:30:48,112,14.95
479,203,2023-01-04,11:30:48,114,9.00
480,204,2023-01-04,11:36:25,122,7.00
481,205,2023-01-04,11:43:54,102,13.95
482,205,2023-01-04,11:43:54,103,9.00
483,205,2023-01-04,11:43:54,119,11.95
484,206,2023-01-04,11:45:10,111,11.95
485,206,2023-01-04,11:45:10,113,5.00
486,206,2023-01-04,11:45:10,122,7.00
487,207,2023-01-04,12:03:58,122,7.00
488,208,2023-01-04,12:12:05,101,12.95
489,208,2023-01-04,12:12:05,101,12.95
490,208,2023-01-04,12:12:05,103,9.00
491,208,2023-01-04,12:12:05,113,5.00
492,208,2023-01-04,12:12:05,114,9.00
493,209,2023-01-04,12:29:17,102,13.95
494,210,2023-01-04,12:34:13,131,17.95
495,211,2023-01-04,12:54:20,113,5.00
496,212,2023-01-04,13:16:03,110,17.95
497,213,2023-01-04,13:20:39,125,17.95
498,214,2023-01-04,13:39:16,110,17.95
499,214,2023-01-04,13:39:16,117,12.95
500,214,2023-01-04,13:39:16,129,15.50
501,214,2023-01-04,13:39:16,130,19.95
502,215,2023-01-04,13:44:49,126,14.50
503,216,2023-01-04,14:31:56,101,12.95
504,216,2023-01-04,14:31:56,124,14.50
505,216,2023-01-04,14:31:56,109,17.95
506,217,2023-01-04,14:35:03,108,14.50
507,217,2023-01-04,14:35:03,131,17.95
508,218,2023-01-04,14:35:11,122,7.00
509,219,2023-01-04,14:42:01,101,12.95
510,219,2023-01-04,14:42:01,124,14.50
511,219,2023-01-04,14:42:01,118,14.95
512,219,2023-01-04,14:42:01,131,17.95
513,220,2023-01-04,15:31:59,109,17.95
514,220,2023-01-04,15:31:59,110,17.95
515,220,2023-01-04,15:31:59,111,11.95
516,220,2023-01-04,15:31:59,122,7.00
517,221,2023-01-04,15:33:18,124,14.50
518,221,2023-01-04,15:33:18,119,11.95
519,221,2023-01-04,15:33:18,114,9.00
520,222,2023-01-04,15:46:38,125,17.95
521,222,2023-01-04,15:46:38,120,13.95
522,223,2023-01-04,16:08:20,112,14.95
523,224,2023-01-04,16:39:58,103,9.00
524,224,2023-01-04,16:39:58,117,12.95
525,224,2023-01-04,16:39:58,111,11.95
526,224,2023-01-04,16:39:58,106,7.00
527,225,2023-01-04,16:41:48,101,12.95
528,225,2023-01-04,16:41:48,101,12.95
529,225,2023-01-04,16:41:48,105,7.00
530,226,2023-01-04,16:59:39,108,14.50
531,227,2023-01-04,17:24:39,101,12.95
532,227,2023-01-04,17:24:39,114,9.00
533,228,2023-01-04,17:31:24,127,17.95
534,229,2023-01-04,17:37:57,127,17.95
535,229,2023-01-04,17:37:57,119,11.95
536,229,2023-01-04,17:37:57,130,19.95
537,230,2023-01-04,17:58:38,106,7.00
538,231,2023-01-04,18:04:18,102,13.95
539,231,2023-01-04,18:04:18,111,11.95
540,231,2023-01-04,18:04:18,119,11.95
541,232,2023-01-04,18:21:59,101,12.95
542,232,2023-01-04,18:21:59,123,9.00
543,233,2023-01-04,18:26:51,131,17.95
544,234,2023-01-04,18:36:09,103,9.00
545,234,2023-01-04,18:36:09,117,12.95
546,234,2023-01-04,18:36:09,111,11.95
547,235,2023-01-04,18:51:30,102,13.95
548,236,2023-01-04,19:21:04,108,14.50
549,236,2023-01-04,19:21:04,126,14.50
550,237,2023-01-04,19:27:48,126,14.50
551,238,2023-01-04,19:45:15,130,19.95
552,239,2023-01-04,19:57:52,117,12.95
553,239,2023-01-04,19:57:52,106,7.00
554,240,2023-01-04,20:10:24,125,17.95
555,241,2023-01-04,20:11:25,120,13.95
556,241,2023-01-04,20:11:25,123,9.00
557,242,2023-01-04,20:15:29,116,13.95
558,242,2023-01-04,20:15:29,106,7.00
559,242,2023-01-04,20:15:29,132,16.95
560,243,2023-01-04,20:26:17,108,14.50
561,243,2023-01-04,20:26:17,123,9.00
562,244,2023-01-04,20:26:22,117,12.95
563,244,2023-01-04,20:26:22,122,7.00
564,245,2023-01-04,20:28:41,101,12.95
565,245,2023-01-04,20:28:41,104,10.50
566,246,2023-01-04,20:30:48,103,9.00
567,246,2023-01-04,20:30:48,113,5.00
568,247,2023-01-04,20:55:29,109,17.95
569,247,2023-01-04,20:55:29,120,13.95
570,247,2023-01-04,20:55:29,123,9.00
571,248,2023-01-04,20:58:19,109,17.95
572,248,2023-01-04,20:58:19,106,7.00
573,249,2023-01-04,21:06:16,101,12.95
574,249,2023-01-04,21:06:16,116,13.95
575,250,2023-01-04,21:07:05,125,17.95
576,251,2023-01-04,21:10:05,129,15.50
577,252,2023-01-04,22:13:15,119,11.95
578,253,2023-01-04,22:16:18,115,11.95
579,254,2023-01-04,22:22:13,101,12.95
580,254,2023-01-04,22:22:13,115,11.95
581,254,2023-01-04,22:22:13,124,14.50
582,255,2023-01-05,11:23:35,124,14.50
583,255,2023-01-05,11:23:35,126,14.50
584,255,2023-01-05,11:23:35,109,17.95
585,255,2023-01-05,11:23:35,131,17.95
586,256,2023-01-05,11:56:06,112,14.95
587,257,2023-01-05,11:59:04,102,13.95
588,257,2023-01-05,11:59:04,103,9.00
589,258,2023-01-05,11:59:23,108,14.50
590,259,2023-01-05,12:04:25,113,5.00
591,260,2023-01-05,12:06:27,124,14.50
592,260,2023-01-05,12:06:27,114,9.00
593,261,2023-01-05,12:38:29,115,11.95
594,262,2023-01-05,12:42:01,102,13.95
595,263,2023-01-05,12:57:22,130,19.95
596,264,2023-01-05,13:03:59,129,15.50
597,265,2023-01-05,13:04:42,103,9.00
598,265,2023-01-05,13:04:42,129,15.50
599,265,2023-01-05,13:04:42,120,13.95
600,265,2023-01-05,13:04:42,122,7.00
601,266,2023-01-05,13:09:29,118,14.95
602,267,2023-01-05,13:37:50,125,17.95
603,267,2023-01-05,13:37:50,128,15.50
604,267,2023-01-05,13:37:50,111,11.95
605,268,2023-01-05,13:40:46,117,12.95
606,268,2023-01-05,13:40:46,113,5.00
607,269,2023-01-05,13:49:34,103,9.00
608,270,2023-01-05,14:09:02,105,7.00
609,270,2023-01-05,14:09:02,130,19.95
610,270,2023-01-05,14:09:02,106,7.00
611,271,2023-01-05,14:22:19,107,16.50
612,271,2023-01-05,14:22:19,102,13.95
